run_id,benchmark,search_strategy,method_label,total_elapsed_ns,total_solver_time_ns,engine_time_ns,completed_paths,new_states,state_advanced_events,choice_generators,pc_choice_generators,branches_covered,max_queue_size,gc_cycles,heap_allocations_bytes,reproducible_seed
"adverse-dispatch-branches_Random_limit_200-run-1","adverse-dispatch-branches","Random","research.AdverseDispatchAndBranches.runAdverse","181342400","6875700","174466700","10","19","19","19","18","25","1","0","8044728","42"
"adverse-dispatch-branches_Random_limit_200-run-2","adverse-dispatch-branches","Random","research.AdverseDispatchAndBranches.runAdverse","176079900","9095000","166984900","10","19","19","19","18","25","1","0","8046672","42"
"adverse-dispatch-branches_Random_limit_200-run-3","adverse-dispatch-branches","Random","research.AdverseDispatchAndBranches.runAdverse","225009800","6844600","218165200","10","19","19","19","18","25","1","0","8044864","42"
