run_id,benchmark,search_strategy,method_label,total_elapsed_ns,total_solver_time_ns,engine_time_ns,completed_paths,new_states,state_advanced_events,choice_generators,pc_choice_generators,branches_covered,max_queue_size,gc_cycles,heap_allocations_bytes,reproducible_seed
"real-factories-depth6-realstyle_DFS_limit_50-run-1","real-factories-depth6-realstyle","DFS","research.RealDispatchBenchmarks.factoriesDepth6RealStyle","325301900","23636000","301665900","22","52","52","52","51","30","5","1","33151592","42"
"real-factories-depth6-realstyle_DFS_limit_50-run-2","real-factories-depth6-realstyle","DFS","research.RealDispatchBenchmarks.factoriesDepth6RealStyle","309413200","18727100","290686100","22","52","52","52","51","30","5","1","33228400","42"
"real-factories-depth6-realstyle_DFS_limit_50-run-3","real-factories-depth6-realstyle","DFS","research.RealDispatchBenchmarks.factoriesDepth6RealStyle","346843400","21013500","325829900","22","52","52","52","51","30","5","1","33192680","42"
