run_id,benchmark,search_strategy,method_label,path_index,status,state_id,depth,constraint_count,solver_time_ns,sat,has_exception,has_loop,has_division,has_nested_branch,has_dispatch,branches_covered,pc
"adverse-dispatch-branches_SCI_limit_50-run-1","adverse-dispatch-branches","SCI","research.AdverseDispatchAndBranches.runAdverse","1","END","3","-1","2","1009300","true","false","false","true","true","true","22","constraint # = 2 selector_2_SYMINT == CONST_0 && type1_1_SYMINT == CONST_0"
"adverse-dispatch-branches_SCI_limit_50-run-1","adverse-dispatch-branches","SCI","research.AdverseDispatchAndBranches.runAdverse","2","END","5","-1","2","348200","true","false","false","true","true","true","24","constraint # = 2 val_3_SYMINT == CONST_0 && type1_1_SYMINT != CONST_0"
"adverse-dispatch-branches_SCI_limit_50-run-1","adverse-dispatch-branches","SCI","research.AdverseDispatchAndBranches.runAdverse","3","END","6","-1","2","298600","true","false","false","true","true","true","24","constraint # = 2 val_3_SYMINT != CONST_0 && type1_1_SYMINT != CONST_0"
"adverse-dispatch-branches_SCI_limit_50-run-1","adverse-dispatch-branches","SCI","research.AdverseDispatchAndBranches.runAdverse","4","END","9","-1","4","773300","true","false","false","true","true","true","25","constraint # = 4 (x_4_SYMINT - CONST_1) > CONST_0 && selector_2_SYMINT == CONST_1 && selector_2_SYMINT != CONST_0 && type1_1_SYMINT == CONST_0"
"adverse-dispatch-branches_SCI_limit_50-run-1","adverse-dispatch-branches","SCI","research.AdverseDispatchAndBranches.runAdverse","5","END","10","-1","4","406500","true","false","false","true","true","true","25","constraint # = 4 (x_4_SYMINT - CONST_1) <= CONST_0 && selector_2_SYMINT == CONST_1 && selector_2_SYMINT != CONST_0 && type1_1_SYMINT == CONST_0"
"adverse-dispatch-branches_SCI_limit_50-run-1","adverse-dispatch-branches","SCI","research.AdverseDispatchAndBranches.runAdverse","6","END","13","-1","5","319600","true","false","false","true","true","true","25","constraint # = 5 (x_4_SYMINT * CONST_2) > CONST_5 && selector_2_SYMINT == CONST_2 && selector_2_SYMINT != CONST_1 && selector_2_SYMINT != CONST_0 && type1_1_SYMINT == CONST_0"
"adverse-dispatch-branches_SCI_limit_50-run-1","adverse-dispatch-branches","SCI","research.AdverseDispatchAndBranches.runAdverse","7","END","15","-1","5","730200","true","false","false","true","true","true","25","constraint # = 5 (x_4_SYMINT / CONST_2) > CONST_0 && selector_2_SYMINT != CONST_2 && selector_2_SYMINT != CONST_1 && selector_2_SYMINT != CONST_0 && type1_1_SYMINT == CONST_0"
"adverse-dispatch-branches_SCI_limit_50-run-1","adverse-dispatch-branches","SCI","research.AdverseDispatchAndBranches.runAdverse","8","END","16","-1","5","2116500","true","false","false","true","true","true","25","constraint # = 5 (x_4_SYMINT / CONST_2) <= CONST_0 && selector_2_SYMINT != CONST_2 && selector_2_SYMINT != CONST_1 && selector_2_SYMINT != CONST_0 && type1_1_SYMINT == CONST_0"
"adverse-dispatch-branches_SCI_limit_50-run-1","adverse-dispatch-branches","SCI","research.AdverseDispatchAndBranches.runAdverse","9","END","17","-1","6","2299100","true","false","false","true","true","true","25","constraint # = 6 (x_4_SYMINT * CONST_2) > CONST_0 && (x_4_SYMINT * CONST_2) <= CONST_5 && selector_2_SYMINT == CONST_2 && selector_2_SYMINT != CONST_1 && selector_2_SYMINT != CONST_0 && type1_1_SYMINT == CONST_0"
"adverse-dispatch-branches_SCI_limit_50-run-1","adverse-dispatch-branches","SCI","research.AdverseDispatchAndBranches.runAdverse","10","END","18","-1","6","1157300","true","false","false","true","true","true","25","constraint # = 6 (x_4_SYMINT * CONST_2) <= CONST_0 && (x_4_SYMINT * CONST_2) <= CONST_5 && selector_2_SYMINT == CONST_2 && selector_2_SYMINT != CONST_1 && selector_2_SYMINT != CONST_0 && type1_1_SYMINT == CONST_0"
"adverse-dispatch-branches_SCI_limit_50-run-2","adverse-dispatch-branches","SCI","research.AdverseDispatchAndBranches.runAdverse","1","END","3","-1","2","1614100","true","false","false","true","true","true","22","constraint # = 2 selector_2_SYMINT == CONST_0 && type1_1_SYMINT == CONST_0"
"adverse-dispatch-branches_SCI_limit_50-run-2","adverse-dispatch-branches","SCI","research.AdverseDispatchAndBranches.runAdverse","2","END","5","-1","2","428500","true","false","false","true","true","true","24","constraint # = 2 val_3_SYMINT == CONST_0 && type1_1_SYMINT != CONST_0"
"adverse-dispatch-branches_SCI_limit_50-run-2","adverse-dispatch-branches","SCI","research.AdverseDispatchAndBranches.runAdverse","3","END","6","-1","2","436600","true","false","false","true","true","true","24","constraint # = 2 val_3_SYMINT != CONST_0 && type1_1_SYMINT != CONST_0"
"adverse-dispatch-branches_SCI_limit_50-run-2","adverse-dispatch-branches","SCI","research.AdverseDispatchAndBranches.runAdverse","4","END","9","-1","4","691800","true","false","false","true","true","true","25","constraint # = 4 (x_4_SYMINT - CONST_1) > CONST_0 && selector_2_SYMINT == CONST_1 && selector_2_SYMINT != CONST_0 && type1_1_SYMINT == CONST_0"
"adverse-dispatch-branches_SCI_limit_50-run-2","adverse-dispatch-branches","SCI","research.AdverseDispatchAndBranches.runAdverse","5","END","10","-1","4","510400","true","false","false","true","true","true","25","constraint # = 4 (x_4_SYMINT - CONST_1) <= CONST_0 && selector_2_SYMINT == CONST_1 && selector_2_SYMINT != CONST_0 && type1_1_SYMINT == CONST_0"
"adverse-dispatch-branches_SCI_limit_50-run-2","adverse-dispatch-branches","SCI","research.AdverseDispatchAndBranches.runAdverse","6","END","13","-1","5","933700","true","false","false","true","true","true","25","constraint # = 5 (x_4_SYMINT * CONST_2) > CONST_5 && selector_2_SYMINT == CONST_2 && selector_2_SYMINT != CONST_1 && selector_2_SYMINT != CONST_0 && type1_1_SYMINT == CONST_0"
"adverse-dispatch-branches_SCI_limit_50-run-2","adverse-dispatch-branches","SCI","research.AdverseDispatchAndBranches.runAdverse","7","END","15","-1","5","1797500","true","false","false","true","true","true","25","constraint # = 5 (x_4_SYMINT / CONST_2) > CONST_0 && selector_2_SYMINT != CONST_2 && selector_2_SYMINT != CONST_1 && selector_2_SYMINT != CONST_0 && type1_1_SYMINT == CONST_0"
"adverse-dispatch-branches_SCI_limit_50-run-2","adverse-dispatch-branches","SCI","research.AdverseDispatchAndBranches.runAdverse","8","END","16","-1","5","551200","true","false","false","true","true","true","25","constraint # = 5 (x_4_SYMINT / CONST_2) <= CONST_0 && selector_2_SYMINT != CONST_2 && selector_2_SYMINT != CONST_1 && selector_2_SYMINT != CONST_0 && type1_1_SYMINT == CONST_0"
"adverse-dispatch-branches_SCI_limit_50-run-2","adverse-dispatch-branches","SCI","research.AdverseDispatchAndBranches.runAdverse","9","END","17","-1","6","661800","true","false","false","true","true","true","25","constraint # = 6 (x_4_SYMINT * CONST_2) > CONST_0 && (x_4_SYMINT * CONST_2) <= CONST_5 && selector_2_SYMINT == CONST_2 && selector_2_SYMINT != CONST_1 && selector_2_SYMINT != CONST_0 && type1_1_SYMINT == CONST_0"
"adverse-dispatch-branches_SCI_limit_50-run-2","adverse-dispatch-branches","SCI","research.AdverseDispatchAndBranches.runAdverse","10","END","18","-1","6","477000","true","false","false","true","true","true","25","constraint # = 6 (x_4_SYMINT * CONST_2) <= CONST_0 && (x_4_SYMINT * CONST_2) <= CONST_5 && selector_2_SYMINT == CONST_2 && selector_2_SYMINT != CONST_1 && selector_2_SYMINT != CONST_0 && type1_1_SYMINT == CONST_0"
"adverse-dispatch-branches_SCI_limit_50-run-3","adverse-dispatch-branches","SCI","research.AdverseDispatchAndBranches.runAdverse","1","END","3","-1","2","1092200","true","false","false","true","true","true","22","constraint # = 2 selector_2_SYMINT == CONST_0 && type1_1_SYMINT == CONST_0"
"adverse-dispatch-branches_SCI_limit_50-run-3","adverse-dispatch-branches","SCI","research.AdverseDispatchAndBranches.runAdverse","2","END","5","-1","2","338500","true","false","false","true","true","true","24","constraint # = 2 val_3_SYMINT == CONST_0 && type1_1_SYMINT != CONST_0"
"adverse-dispatch-branches_SCI_limit_50-run-3","adverse-dispatch-branches","SCI","research.AdverseDispatchAndBranches.runAdverse","3","END","6","-1","2","308600","true","false","false","true","true","true","24","constraint # = 2 val_3_SYMINT != CONST_0 && type1_1_SYMINT != CONST_0"
"adverse-dispatch-branches_SCI_limit_50-run-3","adverse-dispatch-branches","SCI","research.AdverseDispatchAndBranches.runAdverse","4","END","9","-1","4","517000","true","false","false","true","true","true","25","constraint # = 4 (x_4_SYMINT - CONST_1) > CONST_0 && selector_2_SYMINT == CONST_1 && selector_2_SYMINT != CONST_0 && type1_1_SYMINT == CONST_0"
"adverse-dispatch-branches_SCI_limit_50-run-3","adverse-dispatch-branches","SCI","research.AdverseDispatchAndBranches.runAdverse","5","END","10","-1","4","476700","true","false","false","true","true","true","25","constraint # = 4 (x_4_SYMINT - CONST_1) <= CONST_0 && selector_2_SYMINT == CONST_1 && selector_2_SYMINT != CONST_0 && type1_1_SYMINT == CONST_0"
"adverse-dispatch-branches_SCI_limit_50-run-3","adverse-dispatch-branches","SCI","research.AdverseDispatchAndBranches.runAdverse","6","END","13","-1","5","340300","true","false","false","true","true","true","25","constraint # = 5 (x_4_SYMINT * CONST_2) > CONST_5 && selector_2_SYMINT == CONST_2 && selector_2_SYMINT != CONST_1 && selector_2_SYMINT != CONST_0 && type1_1_SYMINT == CONST_0"
"adverse-dispatch-branches_SCI_limit_50-run-3","adverse-dispatch-branches","SCI","research.AdverseDispatchAndBranches.runAdverse","7","END","15","-1","5","581600","true","false","false","true","true","true","25","constraint # = 5 (x_4_SYMINT / CONST_2) > CONST_0 && selector_2_SYMINT != CONST_2 && selector_2_SYMINT != CONST_1 && selector_2_SYMINT != CONST_0 && type1_1_SYMINT == CONST_0"
"adverse-dispatch-branches_SCI_limit_50-run-3","adverse-dispatch-branches","SCI","research.AdverseDispatchAndBranches.runAdverse","8","END","16","-1","5","534700","true","false","false","true","true","true","25","constraint # = 5 (x_4_SYMINT / CONST_2) <= CONST_0 && selector_2_SYMINT != CONST_2 && selector_2_SYMINT != CONST_1 && selector_2_SYMINT != CONST_0 && type1_1_SYMINT == CONST_0"
"adverse-dispatch-branches_SCI_limit_50-run-3","adverse-dispatch-branches","SCI","research.AdverseDispatchAndBranches.runAdverse","9","END","17","-1","6","518200","true","false","false","true","true","true","25","constraint # = 6 (x_4_SYMINT * CONST_2) > CONST_0 && (x_4_SYMINT * CONST_2) <= CONST_5 && selector_2_SYMINT == CONST_2 && selector_2_SYMINT != CONST_1 && selector_2_SYMINT != CONST_0 && type1_1_SYMINT == CONST_0"
"adverse-dispatch-branches_SCI_limit_50-run-3","adverse-dispatch-branches","SCI","research.AdverseDispatchAndBranches.runAdverse","10","END","18","-1","6","358700","true","false","false","true","true","true","25","constraint # = 6 (x_4_SYMINT * CONST_2) <= CONST_0 && (x_4_SYMINT * CONST_2) <= CONST_5 && selector_2_SYMINT == CONST_2 && selector_2_SYMINT != CONST_1 && selector_2_SYMINT != CONST_0 && type1_1_SYMINT == CONST_0"
