run_id,benchmark,search_strategy,method_label,total_elapsed_ns,total_solver_time_ns,engine_time_ns,completed_paths,new_states,state_advanced_events,choice_generators,pc_choice_generators
"real-factories-depth1-branchcontrol-run-1","real-factories-depth1-branchcontrol","default","research.RealDispatchBenchmarks.factoriesDepth1BranchControl","96710300","1691899","95018401","3","5","5","5","4"
"real-factories-depth1-branchcontrol-run-2","real-factories-depth1-branchcontrol","default","research.RealDispatchBenchmarks.factoriesDepth1BranchControl","91240400","1897798","89342602","3","5","5","5","4"
"real-factories-depth1-branchcontrol-run-3","real-factories-depth1-branchcontrol","default","research.RealDispatchBenchmarks.factoriesDepth1BranchControl","88886500","1665499","87221001","3","5","5","5","4"
"real-factories-depth1-branchcontrol-run-4","real-factories-depth1-branchcontrol","default","research.RealDispatchBenchmarks.factoriesDepth1BranchControl","94676501","1584398","93092103","3","5","5","5","4"
"real-factories-depth1-branchcontrol-run-5","real-factories-depth1-branchcontrol","default","research.RealDispatchBenchmarks.factoriesDepth1BranchControl","89023600","1710900","87312700","3","5","5","5","4"
"real-factories-depth1-branchcontrol-run-6","real-factories-depth1-branchcontrol","default","research.RealDispatchBenchmarks.factoriesDepth1BranchControl","89520800","1600699","87920101","3","5","5","5","4"
"real-factories-depth1-branchcontrol-run-7","real-factories-depth1-branchcontrol","default","research.RealDispatchBenchmarks.factoriesDepth1BranchControl","86916000","1717600","85198400","3","5","5","5","4"
"real-factories-depth1-branchcontrol-run-8","real-factories-depth1-branchcontrol","default","research.RealDispatchBenchmarks.factoriesDepth1BranchControl","88092600","1567701","86524899","3","5","5","5","4"
"real-factories-depth1-branchcontrol-run-9","real-factories-depth1-branchcontrol","default","research.RealDispatchBenchmarks.factoriesDepth1BranchControl","88282600","1666199","86616401","3","5","5","5","4"
"real-factories-depth1-branchcontrol-run-10","real-factories-depth1-branchcontrol","default","research.RealDispatchBenchmarks.factoriesDepth1BranchControl","92644899","1645000","90999899","3","5","5","5","4"
"real-factories-depth1-branchcontrol-run-11","real-factories-depth1-branchcontrol","default","research.RealDispatchBenchmarks.factoriesDepth1BranchControl","95051500","1734501","93316999","3","5","5","5","4"
"real-factories-depth1-branchcontrol-run-12","real-factories-depth1-branchcontrol","default","research.RealDispatchBenchmarks.factoriesDepth1BranchControl","99950000","1659800","98290200","3","5","5","5","4"
"real-factories-depth1-branchcontrol-run-13","real-factories-depth1-branchcontrol","default","research.RealDispatchBenchmarks.factoriesDepth1BranchControl","97327800","1966099","95361701","3","5","5","5","4"
"real-factories-depth1-branchcontrol-run-14","real-factories-depth1-branchcontrol","default","research.RealDispatchBenchmarks.factoriesDepth1BranchControl","98727900","1998101","96729799","3","5","5","5","4"
"real-factories-depth1-branchcontrol-run-15","real-factories-depth1-branchcontrol","default","research.RealDispatchBenchmarks.factoriesDepth1BranchControl","85900900","1488802","84412098","3","5","5","5","4"
"real-factories-depth1-branchcontrol-run-16","real-factories-depth1-branchcontrol","default","research.RealDispatchBenchmarks.factoriesDepth1BranchControl","103316199","2669300","100646899","3","5","5","5","4"
"real-factories-depth1-branchcontrol-run-17","real-factories-depth1-branchcontrol","default","research.RealDispatchBenchmarks.factoriesDepth1BranchControl","119225901","2257699","116968202","3","5","5","5","4"
"real-factories-depth1-branchcontrol-run-18","real-factories-depth1-branchcontrol","default","research.RealDispatchBenchmarks.factoriesDepth1BranchControl","88304800","1741900","86562900","3","5","5","5","4"
"real-factories-depth1-branchcontrol-run-19","real-factories-depth1-branchcontrol","default","research.RealDispatchBenchmarks.factoriesDepth1BranchControl","91407100","1526501","89880599","3","5","5","5","4"
"real-factories-depth1-branchcontrol-run-20","real-factories-depth1-branchcontrol","default","research.RealDispatchBenchmarks.factoriesDepth1BranchControl","94477300","1736199","92741101","3","5","5","5","4"
"real-factories-depth1-branchcontrol-run-21","real-factories-depth1-branchcontrol","default","research.RealDispatchBenchmarks.factoriesDepth1BranchControl","86860701","1648899","85211802","3","5","5","5","4"
"real-factories-depth1-branchcontrol-run-22","real-factories-depth1-branchcontrol","default","research.RealDispatchBenchmarks.factoriesDepth1BranchControl","92775400","1879901","90895499","3","5","5","5","4"
"real-factories-depth1-branchcontrol-run-23","real-factories-depth1-branchcontrol","default","research.RealDispatchBenchmarks.factoriesDepth1BranchControl","94757800","1946598","92811202","3","5","5","5","4"
"real-factories-depth1-branchcontrol-run-24","real-factories-depth1-branchcontrol","default","research.RealDispatchBenchmarks.factoriesDepth1BranchControl","97315400","1578703","95736697","3","5","5","5","4"
"real-factories-depth1-branchcontrol-run-25","real-factories-depth1-branchcontrol","default","research.RealDispatchBenchmarks.factoriesDepth1BranchControl","111340100","2325101","109014999","3","5","5","5","4"
"real-factories-depth1-branchcontrol-run-26","real-factories-depth1-branchcontrol","default","research.RealDispatchBenchmarks.factoriesDepth1BranchControl","98622600","1601000","97021600","3","5","5","5","4"
"real-factories-depth1-branchcontrol-run-27","real-factories-depth1-branchcontrol","default","research.RealDispatchBenchmarks.factoriesDepth1BranchControl","97968000","1639800","96328200","3","5","5","5","4"
"real-factories-depth1-branchcontrol-run-28","real-factories-depth1-branchcontrol","default","research.RealDispatchBenchmarks.factoriesDepth1BranchControl","96148700","2142401","94006299","3","5","5","5","4"
"real-factories-depth1-branchcontrol-run-29","real-factories-depth1-branchcontrol","default","research.RealDispatchBenchmarks.factoriesDepth1BranchControl","85937500","1800800","84136700","3","5","5","5","4"
"real-factories-depth1-branchcontrol-run-30","real-factories-depth1-branchcontrol","default","research.RealDispatchBenchmarks.factoriesDepth1BranchControl","92593800","1672000","90921800","3","5","5","5","4"
