run_id,benchmark,search_strategy,method_label,total_elapsed_ns,total_solver_time_ns,engine_time_ns,completed_paths,new_states,state_advanced_events,choice_generators,pc_choice_generators
"real-exceptions5-branchcontrol-run-1","real-exceptions5-branchcontrol","default","research.OpenSourceExceptionCases.exceptions5BranchControl","80360500","3522899","76837601","3","5","5","5","4"
"real-exceptions5-branchcontrol-run-2","real-exceptions5-branchcontrol","default","research.OpenSourceExceptionCases.exceptions5BranchControl","76366600","3118999","73247601","3","5","5","5","4"
"real-exceptions5-branchcontrol-run-3","real-exceptions5-branchcontrol","default","research.OpenSourceExceptionCases.exceptions5BranchControl","80846800","3010099","77836701","3","5","5","5","4"
"real-exceptions5-branchcontrol-run-4","real-exceptions5-branchcontrol","default","research.OpenSourceExceptionCases.exceptions5BranchControl","76259800","3262802","72996998","3","5","5","5","4"
"real-exceptions5-branchcontrol-run-5","real-exceptions5-branchcontrol","default","research.OpenSourceExceptionCases.exceptions5BranchControl","76510399","3492999","73017400","3","5","5","5","4"
"real-exceptions5-branchcontrol-run-6","real-exceptions5-branchcontrol","default","research.OpenSourceExceptionCases.exceptions5BranchControl","74119200","3102701","71016499","3","5","5","5","4"
"real-exceptions5-branchcontrol-run-7","real-exceptions5-branchcontrol","default","research.OpenSourceExceptionCases.exceptions5BranchControl","75763900","3098001","72665899","3","5","5","5","4"
"real-exceptions5-branchcontrol-run-8","real-exceptions5-branchcontrol","default","research.OpenSourceExceptionCases.exceptions5BranchControl","76516401","3142501","73373900","3","5","5","5","4"
"real-exceptions5-branchcontrol-run-9","real-exceptions5-branchcontrol","default","research.OpenSourceExceptionCases.exceptions5BranchControl","74333100","2921303","71411797","3","5","5","5","4"
"real-exceptions5-branchcontrol-run-10","real-exceptions5-branchcontrol","default","research.OpenSourceExceptionCases.exceptions5BranchControl","77919500","3713400","74206100","3","5","5","5","4"
"real-exceptions5-branchcontrol-run-11","real-exceptions5-branchcontrol","default","research.OpenSourceExceptionCases.exceptions5BranchControl","74042300","3128699","70913601","3","5","5","5","4"
"real-exceptions5-branchcontrol-run-12","real-exceptions5-branchcontrol","default","research.OpenSourceExceptionCases.exceptions5BranchControl","77167899","3174101","73993798","3","5","5","5","4"
"real-exceptions5-branchcontrol-run-13","real-exceptions5-branchcontrol","default","research.OpenSourceExceptionCases.exceptions5BranchControl","75009500","3271000","71738500","3","5","5","5","4"
"real-exceptions5-branchcontrol-run-14","real-exceptions5-branchcontrol","default","research.OpenSourceExceptionCases.exceptions5BranchControl","75075400","3636699","71438701","3","5","5","5","4"
"real-exceptions5-branchcontrol-run-15","real-exceptions5-branchcontrol","default","research.OpenSourceExceptionCases.exceptions5BranchControl","77146200","5064599","72081601","3","5","5","5","4"
"real-exceptions5-branchcontrol-run-16","real-exceptions5-branchcontrol","default","research.OpenSourceExceptionCases.exceptions5BranchControl","75065299","3594199","71471100","3","5","5","5","4"
"real-exceptions5-branchcontrol-run-17","real-exceptions5-branchcontrol","default","research.OpenSourceExceptionCases.exceptions5BranchControl","73956899","3149500","70807399","3","5","5","5","4"
"real-exceptions5-branchcontrol-run-18","real-exceptions5-branchcontrol","default","research.OpenSourceExceptionCases.exceptions5BranchControl","78690400","3943501","74746899","3","5","5","5","4"
"real-exceptions5-branchcontrol-run-19","real-exceptions5-branchcontrol","default","research.OpenSourceExceptionCases.exceptions5BranchControl","75819800","3154500","72665300","3","5","5","5","4"
"real-exceptions5-branchcontrol-run-20","real-exceptions5-branchcontrol","default","research.OpenSourceExceptionCases.exceptions5BranchControl","74612600","3187800","71424800","3","5","5","5","4"
"real-exceptions5-branchcontrol-run-21","real-exceptions5-branchcontrol","default","research.OpenSourceExceptionCases.exceptions5BranchControl","76786800","3263601","73523199","3","5","5","5","4"
"real-exceptions5-branchcontrol-run-22","real-exceptions5-branchcontrol","default","research.OpenSourceExceptionCases.exceptions5BranchControl","74855001","3204300","71650701","3","5","5","5","4"
"real-exceptions5-branchcontrol-run-23","real-exceptions5-branchcontrol","default","research.OpenSourceExceptionCases.exceptions5BranchControl","76488099","3269200","73218899","3","5","5","5","4"
"real-exceptions5-branchcontrol-run-24","real-exceptions5-branchcontrol","default","research.OpenSourceExceptionCases.exceptions5BranchControl","76250201","3120601","73129600","3","5","5","5","4"
"real-exceptions5-branchcontrol-run-25","real-exceptions5-branchcontrol","default","research.OpenSourceExceptionCases.exceptions5BranchControl","88789000","4948101","83840899","3","5","5","5","4"
"real-exceptions5-branchcontrol-run-26","real-exceptions5-branchcontrol","default","research.OpenSourceExceptionCases.exceptions5BranchControl","75553300","3139801","72413499","3","5","5","5","4"
"real-exceptions5-branchcontrol-run-27","real-exceptions5-branchcontrol","default","research.OpenSourceExceptionCases.exceptions5BranchControl","75693001","3170301","72522700","3","5","5","5","4"
"real-exceptions5-branchcontrol-run-28","real-exceptions5-branchcontrol","default","research.OpenSourceExceptionCases.exceptions5BranchControl","77502000","3290000","74212000","3","5","5","5","4"
"real-exceptions5-branchcontrol-run-29","real-exceptions5-branchcontrol","default","research.OpenSourceExceptionCases.exceptions5BranchControl","75055099","3170600","71884499","3","5","5","5","4"
"real-exceptions5-branchcontrol-run-30","real-exceptions5-branchcontrol","default","research.OpenSourceExceptionCases.exceptions5BranchControl","81500000","4499201","77000799","3","5","5","5","4"
