run_id,benchmark,search_strategy,method_label,total_elapsed_ns,total_solver_time_ns,engine_time_ns,completed_paths,new_states,state_advanced_events,choice_generators,pc_choice_generators
"real-exceptions3-realstyle-run-1","real-exceptions3-realstyle","default","research.OpenSourceExceptionCases.exceptions3RealStyle","73991701","1289899","72701802","2","3","3","3","2"
"real-exceptions3-realstyle-run-2","real-exceptions3-realstyle","default","research.OpenSourceExceptionCases.exceptions3RealStyle","77935400","1449199","76486201","2","3","3","3","2"
"real-exceptions3-realstyle-run-3","real-exceptions3-realstyle","default","research.OpenSourceExceptionCases.exceptions3RealStyle","73198099","1326899","71871200","2","3","3","3","2"
"real-exceptions3-realstyle-run-4","real-exceptions3-realstyle","default","research.OpenSourceExceptionCases.exceptions3RealStyle","78145300","2078899","76066401","2","3","3","3","2"
"real-exceptions3-realstyle-run-5","real-exceptions3-realstyle","default","research.OpenSourceExceptionCases.exceptions3RealStyle","75739100","1463000","74276100","2","3","3","3","2"
"real-exceptions3-realstyle-run-6","real-exceptions3-realstyle","default","research.OpenSourceExceptionCases.exceptions3RealStyle","73628600","1209100","72419500","2","3","3","3","2"
"real-exceptions3-realstyle-run-7","real-exceptions3-realstyle","default","research.OpenSourceExceptionCases.exceptions3RealStyle","77824900","1388801","76436099","2","3","3","3","2"
"real-exceptions3-realstyle-run-8","real-exceptions3-realstyle","default","research.OpenSourceExceptionCases.exceptions3RealStyle","76499700","1177800","75321900","2","3","3","3","2"
"real-exceptions3-realstyle-run-9","real-exceptions3-realstyle","default","research.OpenSourceExceptionCases.exceptions3RealStyle","82756400","1532400","81224000","2","3","3","3","2"
"real-exceptions3-realstyle-run-10","real-exceptions3-realstyle","default","research.OpenSourceExceptionCases.exceptions3RealStyle","72057301","1277000","70780301","2","3","3","3","2"
"real-exceptions3-realstyle-run-11","real-exceptions3-realstyle","default","research.OpenSourceExceptionCases.exceptions3RealStyle","75661899","1203399","74458500","2","3","3","3","2"
"real-exceptions3-realstyle-run-12","real-exceptions3-realstyle","default","research.OpenSourceExceptionCases.exceptions3RealStyle","75088500","1202400","73886100","2","3","3","3","2"
"real-exceptions3-realstyle-run-13","real-exceptions3-realstyle","default","research.OpenSourceExceptionCases.exceptions3RealStyle","75837800","1665900","74171900","2","3","3","3","2"
"real-exceptions3-realstyle-run-14","real-exceptions3-realstyle","default","research.OpenSourceExceptionCases.exceptions3RealStyle","72111001","1483601","70627400","2","3","3","3","2"
"real-exceptions3-realstyle-run-15","real-exceptions3-realstyle","default","research.OpenSourceExceptionCases.exceptions3RealStyle","74038300","1240899","72797401","2","3","3","3","2"
"real-exceptions3-realstyle-run-16","real-exceptions3-realstyle","default","research.OpenSourceExceptionCases.exceptions3RealStyle","71358000","1418500","69939500","2","3","3","3","2"
"real-exceptions3-realstyle-run-17","real-exceptions3-realstyle","default","research.OpenSourceExceptionCases.exceptions3RealStyle","75132499","1297401","73835098","2","3","3","3","2"
"real-exceptions3-realstyle-run-18","real-exceptions3-realstyle","default","research.OpenSourceExceptionCases.exceptions3RealStyle","72864300","1289301","71574999","2","3","3","3","2"
"real-exceptions3-realstyle-run-19","real-exceptions3-realstyle","default","research.OpenSourceExceptionCases.exceptions3RealStyle","74855299","1645299","73210000","2","3","3","3","2"
"real-exceptions3-realstyle-run-20","real-exceptions3-realstyle","default","research.OpenSourceExceptionCases.exceptions3RealStyle","72183500","1174999","71008501","2","3","3","3","2"
"real-exceptions3-realstyle-run-21","real-exceptions3-realstyle","default","research.OpenSourceExceptionCases.exceptions3RealStyle","75819400","1253699","74565701","2","3","3","3","2"
"real-exceptions3-realstyle-run-22","real-exceptions3-realstyle","default","research.OpenSourceExceptionCases.exceptions3RealStyle","79219800","1268000","77951800","2","3","3","3","2"
"real-exceptions3-realstyle-run-23","real-exceptions3-realstyle","default","research.OpenSourceExceptionCases.exceptions3RealStyle","76446499","1259399","75187100","2","3","3","3","2"
"real-exceptions3-realstyle-run-24","real-exceptions3-realstyle","default","research.OpenSourceExceptionCases.exceptions3RealStyle","73502100","1251400","72250700","2","3","3","3","2"
"real-exceptions3-realstyle-run-25","real-exceptions3-realstyle","default","research.OpenSourceExceptionCases.exceptions3RealStyle","79454800","1589301","77865499","2","3","3","3","2"
"real-exceptions3-realstyle-run-26","real-exceptions3-realstyle","default","research.OpenSourceExceptionCases.exceptions3RealStyle","80302601","1264598","79038003","2","3","3","3","2"
"real-exceptions3-realstyle-run-27","real-exceptions3-realstyle","default","research.OpenSourceExceptionCases.exceptions3RealStyle","75646100","1249600","74396500","2","3","3","3","2"
"real-exceptions3-realstyle-run-28","real-exceptions3-realstyle","default","research.OpenSourceExceptionCases.exceptions3RealStyle","85306899","1333700","83973199","2","3","3","3","2"
"real-exceptions3-realstyle-run-29","real-exceptions3-realstyle","default","research.OpenSourceExceptionCases.exceptions3RealStyle","74802999","1246900","73556099","2","3","3","3","2"
"real-exceptions3-realstyle-run-30","real-exceptions3-realstyle","default","research.OpenSourceExceptionCases.exceptions3RealStyle","78843999","1366299","77477700","2","3","3","3","2"
