run_id,benchmark,search_strategy,method_label,total_elapsed_ns,total_solver_time_ns,engine_time_ns,completed_paths,new_states,state_advanced_events,choice_generators,pc_choice_generators
"real-exceptions7-realstyle-run-1","real-exceptions7-realstyle","default","research.OpenSourceExceptionCases.exceptions7RealStyle","78080701","3007000","75073701","3","5","5","5","4"
"real-exceptions7-realstyle-run-2","real-exceptions7-realstyle","default","research.OpenSourceExceptionCases.exceptions7RealStyle","80159600","3192398","76967202","3","5","5","5","4"
"real-exceptions7-realstyle-run-3","real-exceptions7-realstyle","default","research.OpenSourceExceptionCases.exceptions7RealStyle","79101899","3156400","75945499","3","5","5","5","4"
"real-exceptions7-realstyle-run-4","real-exceptions7-realstyle","default","research.OpenSourceExceptionCases.exceptions7RealStyle","79024899","3510700","75514199","3","5","5","5","4"
"real-exceptions7-realstyle-run-5","real-exceptions7-realstyle","default","research.OpenSourceExceptionCases.exceptions7RealStyle","80742500","4192301","76550199","3","5","5","5","4"
"real-exceptions7-realstyle-run-6","real-exceptions7-realstyle","default","research.OpenSourceExceptionCases.exceptions7RealStyle","82237700","3115600","79122100","3","5","5","5","4"
"real-exceptions7-realstyle-run-7","real-exceptions7-realstyle","default","research.OpenSourceExceptionCases.exceptions7RealStyle","74985600","3477400","71508200","3","5","5","5","4"
"real-exceptions7-realstyle-run-8","real-exceptions7-realstyle","default","research.OpenSourceExceptionCases.exceptions7RealStyle","77872000","3045200","74826800","3","5","5","5","4"
"real-exceptions7-realstyle-run-9","real-exceptions7-realstyle","default","research.OpenSourceExceptionCases.exceptions7RealStyle","76786900","3128402","73658498","3","5","5","5","4"
"real-exceptions7-realstyle-run-10","real-exceptions7-realstyle","default","research.OpenSourceExceptionCases.exceptions7RealStyle","79529300","4802600","74726700","3","5","5","5","4"
"real-exceptions7-realstyle-run-11","real-exceptions7-realstyle","default","research.OpenSourceExceptionCases.exceptions7RealStyle","100003400","3385599","96617801","3","5","5","5","4"
"real-exceptions7-realstyle-run-12","real-exceptions7-realstyle","default","research.OpenSourceExceptionCases.exceptions7RealStyle","85915699","5929600","79986099","3","5","5","5","4"
"real-exceptions7-realstyle-run-13","real-exceptions7-realstyle","default","research.OpenSourceExceptionCases.exceptions7RealStyle","82058501","4998700","77059801","3","5","5","5","4"
"real-exceptions7-realstyle-run-14","real-exceptions7-realstyle","default","research.OpenSourceExceptionCases.exceptions7RealStyle","81613800","3303500","78310300","3","5","5","5","4"
"real-exceptions7-realstyle-run-15","real-exceptions7-realstyle","default","research.OpenSourceExceptionCases.exceptions7RealStyle","82379800","3399299","78980501","3","5","5","5","4"
"real-exceptions7-realstyle-run-16","real-exceptions7-realstyle","default","research.OpenSourceExceptionCases.exceptions7RealStyle","78166500","3434299","74732201","3","5","5","5","4"
"real-exceptions7-realstyle-run-17","real-exceptions7-realstyle","default","research.OpenSourceExceptionCases.exceptions7RealStyle","77205800","3277300","73928500","3","5","5","5","4"
"real-exceptions7-realstyle-run-18","real-exceptions7-realstyle","default","research.OpenSourceExceptionCases.exceptions7RealStyle","84387800","4766299","79621501","3","5","5","5","4"
"real-exceptions7-realstyle-run-19","real-exceptions7-realstyle","default","research.OpenSourceExceptionCases.exceptions7RealStyle","82087700","3209199","78878501","3","5","5","5","4"
"real-exceptions7-realstyle-run-20","real-exceptions7-realstyle","default","research.OpenSourceExceptionCases.exceptions7RealStyle","81730800","3233499","78497301","3","5","5","5","4"
"real-exceptions7-realstyle-run-21","real-exceptions7-realstyle","default","research.OpenSourceExceptionCases.exceptions7RealStyle","80142500","3421801","76720699","3","5","5","5","4"
"real-exceptions7-realstyle-run-22","real-exceptions7-realstyle","default","research.OpenSourceExceptionCases.exceptions7RealStyle","83426700","3555700","79871000","3","5","5","5","4"
"real-exceptions7-realstyle-run-23","real-exceptions7-realstyle","default","research.OpenSourceExceptionCases.exceptions7RealStyle","81748800","3196101","78552699","3","5","5","5","4"
"real-exceptions7-realstyle-run-24","real-exceptions7-realstyle","default","research.OpenSourceExceptionCases.exceptions7RealStyle","83526900","3878799","79648101","3","5","5","5","4"
"real-exceptions7-realstyle-run-25","real-exceptions7-realstyle","default","research.OpenSourceExceptionCases.exceptions7RealStyle","80697501","4298600","76398901","3","5","5","5","4"
"real-exceptions7-realstyle-run-26","real-exceptions7-realstyle","default","research.OpenSourceExceptionCases.exceptions7RealStyle","84821900","3736899","81085001","3","5","5","5","4"
"real-exceptions7-realstyle-run-27","real-exceptions7-realstyle","default","research.OpenSourceExceptionCases.exceptions7RealStyle","81918401","4168799","77749602","3","5","5","5","4"
"real-exceptions7-realstyle-run-28","real-exceptions7-realstyle","default","research.OpenSourceExceptionCases.exceptions7RealStyle","81811800","3160501","78651299","3","5","5","5","4"
"real-exceptions7-realstyle-run-29","real-exceptions7-realstyle","default","research.OpenSourceExceptionCases.exceptions7RealStyle","88117900","5332599","82785301","3","5","5","5","4"
"real-exceptions7-realstyle-run-30","real-exceptions7-realstyle","default","research.OpenSourceExceptionCases.exceptions7RealStyle","80474099","3259103","77214996","3","5","5","5","4"
